YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2011,2011,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,NMBR,GENDER,GENF,,,,
2014,2014,WI,Wisconsin,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,8.91,8.91,,,8.67,9.16,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),,55,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2018,2018,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2010,2010,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,CRDRATE,RACE,API,,,,
2012,2012,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,AGEADJRATE,RACE,BLK,,,,
2017,2017,PR,Puerto Rico,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-66.590149 18.220833),,72,AST,AST3_1,NMBR,RACE,API,,,,
2016,2016,NY,New York,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST4_1,CRDRATE,RACE,API,,,,
2011,2011,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,NMBR,RACE,WHT,,,,
2016,2016,MI,Michigan,NVSS,Asthma,Asthma mortality rate,,,Number,36,36,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST4_1,NMBR,RACE,BLK,,,,
2010,2010,MI,Michigan,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,15.43,15.43,,,15.19,15.68,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2013,2013,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,IN,Indiana,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-86.14996019399968 39.766910452000445),,18,AST,AST4_1,NMBR,GENDER,GENM,,,,
2015,2015,FL,Florida,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST4_1,CRDRATE,RACE,API,,,,
2013,2013,UT,Utah,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2016,2016,OK,Oklahoma,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Gender,Female,,,,,POINT (-97.52107021399968 35.47203135600046),,40,AST,AST3_1,AGEADJRATE,GENDER,GENF,,,,
2016,2016,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,NMBR,RACE,HIS,,,,
2017,2017,ME,Maine,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST3_1,CRDRATE,RACE,API,,,,
2014,2014,DC,District of Columbia,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-77.036871 38.907192),,11,AST,AST4_1,NMBR,RACE,API,,,,
2020,2020,ID,Idaho,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-114.3637300419997 43.682630005000476),,16,AST,AST4_1,NMBR,GENDER,GENM,,,,
2010,2010,DC,District of Columbia,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2013,2013,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,210,210,,,,,Gender,Male,,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,NMBR,GENDER,GENM,,,,
2018,2018,RI,Rhode Island,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,3.62,3.62,,,3.18,4.06,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),,44,AST,AST3_1,AGEADJRATE,RACE,WHT,,,,
2019,2019,MA,Massachusetts,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST4_1,CRDRATE,RACE,API,,,,
2010,2010,NY,New York,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,161,161,,,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-75.54397042699964 42.82700103200045),,36,AST,AST3_1,NMBR,RACE,AIAN,,,,
2016,2016,IA,Iowa,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,723,723,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST3_1,NMBR,RACE,WHT,,,,
2011,2011,KS,Kansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-98.20078122699965 38.34774030000045),,20,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2010,2010,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2019,2019,KY,Kentucky,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-84.77497104799966 37.645970271000465),,21,AST,AST4_1,NMBR,RACE,AIAN,,,,
2016,2016,FL,Florida,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,7.4,7.4,,,5.2,10.3,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2019,2019,NH,New Hampshire,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2016,2016,IA,Iowa,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,2.65,2.65,,,2.46,2.84,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2017,2017,GU,Guam,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (144.793731 13.444304),,66,AST,AST3_1,AGEADJRATE,RACE,BLK,,,,
2016,2016,PA,Pennsylvania,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Gender,Female,,,,,POINT (-77.86070029399963 40.79373015200048),,42,AST,AST3_1,NMBR,GENDER,GENF,,,,
2017,2017,ME,Maine,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST4_1,AGEADJRATE,RACE,AIAN,,,,
2019,2019,FL,Florida,NVSS,Asthma,Asthma mortality rate,,Number,Number,39,39,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST4_1,NMBR,RACE,HIS,,,,
2014,2014,MS,Mississippi,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,25.3,25.3,,,18,34.6,Gender,Female,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST4_1,CRDRATE,GENDER,GENF,,,,
2010,2010,MI,Michigan,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,2.22,2.22,,,1.57,2.88,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST3_1,AGEADJRATE,RACE,API,,,,
2016,2016,VI,Virgin Islands,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-64.896335 18.335765),,78,AST,AST3_1,CRDRATE,RACE,WHT,,,,
2014,2014,NH,New Hampshire,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2013,2013,GA,Georgia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,10.2,10.2,,,8.2,12.3,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,AST,AST4_1,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,AGEADJRATE,RACE,API,,,,
2015,2015,IA,Iowa,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST4_1,NMBR,RACE,API,,,,
2010,2010,NM,New Mexico,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,8.75,8.75,,,8.35,9.15,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2010,2010,AL,Alabama,NVSS,Asthma,Asthma mortality rate,,,Number,24,24,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),,01,AST,AST4_1,NMBR,RACE,BLK,,,,
2017,2017,NJ,New Jersey,NVSS,Asthma,Asthma mortality rate,,,Number,47,47,,,,,Gender,Male,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST4_1,NMBR,GENDER,GENM,,,,
2015,2015,LA,Louisiana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,18.4,18.4,,,12.2,26.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST4_1,CRDRATE,RACE,BLK,,,,
2018,2018,NV,Nevada,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,777,777,,,,,Gender,Male,,,,,POINT (-117.07184056399967 39.493240390000494),,32,AST,AST3_1,NMBR,GENDER,GENM,,,,
2020,2020,DE,Delaware,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2012,2012,IA,Iowa,NVSS,Asthma,Asthma mortality rate,,,Number,22,22,,,,,Gender,Female,,,,,POINT (-93.81649055599968 42.46940091300047),,19,AST,AST4_1,NMBR,GENDER,GENF,,,,
2017,2017,AZ,Arizona,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,17.3,17.3,,,13.2,22.2,Gender,Female,,,,,POINT (-111.76381127699972 34.865970280000454),,04,AST,AST4_1,CRDRATE,GENDER,GENF,,,,
2017,2017,AK,Alaska,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-147.72205903599973 64.84507995700051),,02,AST,AST4_1,AGEADJRATE,RACE,AIAN,,,,
2020,2020,KS,Kansas,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-98.20078122699965 38.34774030000045),,20,AST,AST4_1,NMBR,GENDER,GENF,,,,
2019,2019,NH,New Hampshire,NVSS,Asthma,Asthma mortality rate,,Number,Number,,,~,Data not shown because of too few respondents or cases,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2018,2018,VT,Vermont,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,2.35,2.35,,,1.97,2.73,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,AST,AST3_1,CRDRATE,OVERALL,OVR,,,,
2019,2019,DE,Delaware,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2019,2019,MI,Michigan,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST4_1,AGEADJRATE,RACE,HIS,,,,
2016,2016,NJ,New Jersey,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,7535,7535,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2010,2010,MO,Missouri,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,9.5,9.5,,,7.1,12.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),,29,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2012,2012,ME,Maine,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),,23,AST,AST4_1,NMBR,RACE,WHT,,,,
2013,2013,NC,North Carolina,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,12.1,12.1,,,9.4,15.3,Gender,Female,,,,,POINT (-79.15925046299964 35.466220975000454),,37,AST,AST4_1,AGEADJRATE,GENDER,GENF,,,,
2017,2017,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2014,2014,OK,Oklahoma,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),,40,AST,AST3_1,NMBR,RACE,BLK,,,,
2015,2015,MT,Montana,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,NMBR,RACE,AIAN,,,,
2013,2013,LA,Louisiana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,11.9,11.9,,,7.7,17.6,Gender,Male,,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2010,2010,MS,Mississippi,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,16.5,16.5,,,12.2,21.8,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST4_1,CRDRATE,OVERALL,OVR,,,,
2016,2016,CT,Connecticut,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-72.64984095199964 41.56266102000046),,09,AST,AST4_1,AGEADJRATE,RACE,AIAN,,,,
2018,2018,RI,Rhode Island,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,609,609,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2018,2018,SD,South Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,3.21,3.21,,,2.78,3.64,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,AST,AST3_1,AGEADJRATE,RACE,WHT,,,,
2015,2015,LA,Louisiana,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST3_1,CRDRATE,RACE,AIAN,,,,
2015,2015,CA,California,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,13.1,13.1,,,11.3,14.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),,06,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2020,2020,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2010,2010,MS,Mississippi,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-89.53803082499968 32.745510099000455),,28,AST,AST4_1,NMBR,RACE,HIS,,,,
2010,2010,WA,Washington,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,8.61,8.61,,,8.3,8.93,Gender,Female,,,,,POINT (-120.47001078999972 47.52227862900048),,53,AST,AST3_1,CRDRATE,GENDER,GENF,,,,
2017,2017,ND,North Dakota,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,,,-,No data available,,,Gender,Male,,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST3_1,CRDRATE,GENDER,GENM,,,,
2013,2013,NE,Nebraska,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),,31,AST,AST3_1,NMBR,RACE,WHT,,,,
2017,2017,AR,Arkansas,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,05,AST,AST4_1,CRDRATE,GENDER,GENF,,,,
2017,2017,NM,New Mexico,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,AST,AST4_1,CRDRATE,RACE,BLK,,,,
2012,2012,IL,Illinois,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,AST,AST4_1,CRDRATE,RACE,AIAN,,,,
2011,2011,FL,Florida,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-81.92896053899966 28.932040377000476),,12,AST,AST4_1,NMBR,RACE,AIAN,,,,
2019,2019,MT,Montana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),,30,AST,AST4_1,CRDRATE,RACE,BLK,,,,
2016,2016,MI,Michigan,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,2724,2724,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),,26,AST,AST3_1,NMBR,RACE,BLK,,,,
2018,2018,SC,South Carolina,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Age-adjusted Rate,,,-,No data available,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-81.04537120699968 33.998821303000454),,45,AST,AST3_1,AGEADJRATE,RACE,AIAN,,,,
2014,2014,HI,Hawaii,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-157.85774940299973 21.304850435000446),,15,AST,AST4_1,AGEADJRATE,RACE,AIAN,,,,
2014,2014,ND,North Dakota,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Gender,Male,,,,,POINT (-100.11842104899966 47.47531977900047),,38,AST,AST4_1,AGEADJRATE,GENDER,GENM,,,,
2016,2016,MA,Massachusetts,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST4_1,AGEADJRATE,RACE,BLK,,,,
2012,2012,DC,District of Columbia,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.036871 38.907192),,11,AST,AST4_1,AGEADJRATE,RACE,WHT,,,,
2020,2020,IN,Indiana,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-86.14996019399968 39.766910452000445),,18,AST,AST4_1,CRDRATE,RACE,HIS,,,,
2014,2014,MN,Minnesota,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-94.79420050299967 46.35564873600049),,27,AST,AST4_1,NMBR,RACE,AIAN,,,,
2013,2013,DE,Delaware,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-75.57774116799965 39.008830667000495),,10,AST,AST4_1,CRDRATE,RACE,HIS,,,,
2014,2014,MA,Massachusetts,SEDD; SID,Asthma,Hospitalizations for asthma,,,Number,,,-,No data available,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,AST,AST3_1,NMBR,OVERALL,OVR,,,,
2015,2015,NE,Nebraska,NVSS,Asthma,Asthma mortality rate,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-99.36572062299967 41.6410409880005),,31,AST,AST4_1,NMBR,RACE,API,,,,
2016,2016,CO,Colorado,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST4_1,AGEADJRATE,RACE,AIAN,,,,
2010,2010,CO,Colorado,NVSS,Asthma,Asthma mortality rate,,,Number,48,48,,,,,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2015,2015,CO,Colorado,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Crude Rate,7.4,7.4,,,4.9,10.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),,08,AST,AST4_1,CRDRATE,RACE,WHT,,,,
2011,2011,LA,Louisiana,NVSS,Asthma,Asthma mortality rate,,,Number,37,37,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,AST,AST4_1,NMBR,OVERALL,OVR,,,,
2018,2018,WI,Wisconsin,SEDD; SID,Asthma,Hospitalizations for asthma,,"cases per 10,000",Crude Rate,4.33,4.33,,,2.63,6.02,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-89.81637074199966 44.39319117400049),,55,AST,AST3_1,CRDRATE,RACE,AIAN,,,,
