LOCATION_ACCOUNT,BUSINESS_NAME,DBA_NAME,STREET_ADDRESS,CITY,ZIP_CODE,LOCATION_DESCRIPTION,MAILING_ADDRESS,MAILING_CITY,MAILING_ZIP_CODE,NAICS,PRIMARY_NAICS_DESCRIPTION,COUNCIL_DISTRICT,LOCATION_START_DATE,LOCATION_END_DATE,LOCATION
0002352347-0001-1,SINGULAR COMMUNICATIONS LLC,,1732 S HARVARD BLVD,LOS ANGELES,90006-5229,1732 HARVARD 90006-5229,3435 OCEAN PARK BLVD SUITE #107,SANTA MONICA,90405-3320,516110,Internet publishing & broadcasting,10,11/01/2007,,"(34.0419, -118.3043)"
0003120363-0001-1,"KORCA, INC.",DORCAS APPAREL,1458 S SAN PEDRO STREET UNIT #111,LOS ANGELES,90015-3155,1458 SAN PEDRO 90015-3155,1300 S SAN PEDRO STREET   SUITE #120,LOS ANGELES,90015-3135,,,14,04/15/2019,,"(34.0305, -118.2544)"
0002870169-0001-7,STEPHANIE LEE,,1304 E 45TH STREET,LOS ANGELES,90011-3725,1304 45TH 90011-3725,1550 STADIUM WAY UNIT #6,LOS ANGELES,90012-1176,531100,Lessors of real estate (including mini warehouses & self-storage units),9,02/28/2014,,"(34.0029, -118.252)"
0002868775-0001-3,NORMAN LLC,,1417 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-2739,1417 PACIFIC COAST 90710-2739,3634 W 227TH STREET,TORRANCE,90505-2523,531100,Lessors of real estate (including mini warehouses & self-storage units),15,10/01/2014,,"(33.7894, -118.3014)"
0003313225-0001-3,JOSE M CARDENAS,,11043 STAGG STREET,SUN VALLEY,91352-4466,11043 Stagg 91352-4466,,,,238990,All other specialty trade contractors,6,01/01/2018,,"(34.2126, -118.3718)"
0003207088-0001-0,TPCP,,986   VERNON AVENUE,VENICE,90291-2839,986 VERNON 90291,11150 W OLYMPIC BLVD SUITE #1000,LOS ANGELES,90064-1827,512100,Motion picture & video industries (except video rental),11,04/01/2020,,"(34.0018, -118.4627)"
0003310263-0001-7,JN BUILDS INC.,,222 N PACIFIC COAST HIGHWAY SUITE #2000,EL SEGUNDO,90245-5614,222 PACIFIC COAST 90245-5614,1514 Curtis,Manhattan Beach,90266-7021,235510,Carpentry Contractors (1997 NAICS),0,04/15/2022,,
0002873744-0001-8,RAMON BARAJAS,TAMALES Y TAQUERIA EL CERRITO,7831 S ALAMEDA STREET,LOS ANGELES,90001-3115,7831 ALAMEDA 90001-3115,,,,722110,Full-service restaurants,0,12/14/2015,,"(33.9689, -118.2335)"
0002468694-0001-6,PARAGON FINANCIAL PARTNERS INC,PARAGON FINANCIAL PARTNERS,5850   CANOGA AVENUE   SUITE #400,WOODLAND HILLS,91367-6554,5850 CANOGA 91367-6554,5533 EDWARD E HORTON LANE UNIT #13,ENCINO,91316-1863,523900,Other financial investment activities (including investment advice),3,09/04/2009,,"(34.1767, -118.5965)"
0002663908-0001-1,LES APERIZES LLC,,3004   DEL MONTE DRIVE,LOS ANGELES,90026-2803,3004 DEL MONTE 90026-2803,3004   DEL MONTE DRIVE,LOS ANGELES,90026-2803,314000,Textile product mills,13,01/01/2011,,"(34.0822, -118.2746)"
0003310543-0001-4,RD COLOUR INC,,600 E Washington #N1B,Los Angeles,90015-3983,600 WASHINGTON 90015,600 E Washington #N1B,Los Angeles,90015-3983,424300,"Apparel, piece goods, & notions",9,04/13/2022,,"(34.0283, 34.0283)"
0003112453-0001-3,MAMA OAT,,538   BROOKS AVENUE   APT #1,VENICE,90291-3089,538 BROOKS 90291,617 CRESTMOORE PLACE APT #A,VENICE,90291-4874,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,01/01/2019,,"(33.9947, -118.4696)"
0003194976-0001-1,PATRICIA L DIAZ,,4206   CLAYTON AVENUE   APT #5,LOS ANGELES,90027-1536,4206 CLAYTON 90027-1536,4206   CLAYTON AVENUE   APT #5,LOS ANGELES,90027-1536,621330,Offices of mental health practitioners (except physicians),4,07/23/2018,,"(34.0998, -118.2823)"
0002872612-0001-2,CHARLIE BORSHEIM,,5335 BAYER PLACE,WOODLAND HILLS,91367-6008,5335 BAYER 91367,5335 BAYER PLACE,WOODLAND HILLS,91367-6008,541600,"Management, scientific, & technical consulting services",3,11/30/2015,,"(34.1678, -118.6385)"
0003207327-0001-8,CAL TERRA DESIGN,,15231   PRAIRIE AVENUE   APT #1,LAWNDALE,90260-2217,15231 PRAIRIE 90260,15231   PRAIRIE AVENUE   APT #1,LAWNDALE,90260-2217,238990,All other specialty trade contractors,0,08/19/2020,,"(33.8927, -118.3442)"
0003207363-0001-4,CLARA TAPIA,CLARA?S BOUTIQUE AND CREATIONS | CLARA?S BOUTIQUE AND CREATIONS,19606   TRAVERS COURT,SAUGUS,91350-3203,19606 TRAVERS 91350,19606   TRAVERS COURT,SAUGUS,91350-3203,448150,Clothing accessories stores,0,08/10/2020,,"(34.4454, -118.4791)"
0002536291-0001-1,LUCIA M ALVARADO DOMINGUEZ,,1986 PALM AVENUE,HIGHLAND,92346-2505,1986 PALM 92346-2505,,,,115310,Support activities for forestry,0,11/06/2009,,"(34.1335, -117.209)"
0000003830-0001-7,MARUBINI AMERICA CORP,,6075 POPLAR AVENUE #500,MEMPHIS,38119-,6075 POPLAR 38119,,,,115310,Support activities for forestry,0,02/03/1992,,
0002871632-0001-2,MARK BRANNER FAMILY TRUST,,15200 VENTURA BLVD,SHERMAN OAKS,91403-3305,15200 VENTURA 91403-3305,2321 ROSECRANS AVENUE ##500,EL SEGUNDO,90245-4903,531100,Lessors of real estate (including mini warehouses & self-storage units),4,11/09/2012,,"(34.1534, -118.4639)"
0003069444-0001-1,COOLING RACK BAKERY LLC,,2735   190TH STREET   APT #9,REDONDO BEACH,90278-5400,2735 190TH 90278,3929 W 242ND STREET APT #24,TORRANCE,90505-6443,311800,Bakeries & tortilla mfg.,0,07/11/2018,,"(33.8587, -118.3601)"
0002518442-0001-6,"ST PETER'S HOSPICE CARE, INC",,16501 SHERMAN WAY    #215,VAN NUYS,91406-3757,16501 SHERMAN 91406-3757,,,,621610,Home health care services,6,08/25/2010,,"(34.2013, -118.4924)"
0002815216-0001-1,LASMNS LLC,,2447 W LUNT AVENUE UNIT #2F,CHICAGO,60645-4686,2447 LUNT 60645-4686,,,,541510,Computer systems design & related services,0,04/01/2015,,"(42.0085, -87.6914)"
0002866156-0001-7,HUNG MING TENG,,365 S CENTRAL AVENUE,LOS ANGELES,90013-1724,365 CENTRAL 90013-1724,,,,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),14,01/01/2007,,"(34.0421, -118.2397)"
0002921532-0001-8,ORAN ROSO RAHMANI SHIRAZI,AWOS STUDIOS,1309   AMHERST AVENUE   #213,LOS ANGELES,90025-2054,1309 AMHERST 90025-2054,5202 EXPOSITION BLVD,LOS ANGELES,90016-5215,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",11,07/04/2016,,"(34.0418, -118.4669)"
0003312658-0001-3,KERRY E KRAMER,EXERCISE + STRETCH,4766 Park Granada #114,Calabasas,91302-3348,4766 PARK GRANADA 91302,POST OFFICE BOX #9235,Calabasas,91372-9235,812990,All other personal services,0,04/01/2022,,"(34.1539, 34.1539)"
0002930827-0001-1,SHADIAR OHADI DO PC,,4835   VAN NUYS BLVD   #203,SHERMAN OAKS,91403-2109,4835 VAN NUYS 91403-2109,13320 RIVERSIDE DRIVE SUITE #220,SHERMAN OAKS,91423-2512,621111,Offices of physicians (except mental health specialists),4,10/01/2016,,"(34.1587, -118.4493)"
0000129671-0001-1,KANOK BHANDUARAM & MARIAM BURACHAN,HOLLYWOOD TAX SERVICE,5157 HOLLYWOOD BLVD,LOS ANGELES,90027-6113,5157 HOLLYWOOD 90027-6113,1807 N NORMANDIE AVENUE,LOS ANGELES,90027-3906,541213,Tax preparation services,13,10/19/2003,,"(34.1018, -118.3023)"
0000537830-0001-2,ANA CASTILLO,,7910 S HOOVER STREET,LOS ANGELES,90044-5020,7910 HOOVER 90044-5020,5736   CAMERFORD AVENUE,LOS ANGELES,90038-3904,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",8,08/11/2001,,"(33.9677, -118.2871)"
0002870281-0001-6,RADICAL RADISHES LLC,,4742 NOB HILL DRIVE,LOS ANGELES,90065-4123,4742 NOB HILL 90065-4123,,,,711510,"Independent artists, writers, & performers",1,01/01/2014,,"(34.113, -118.2154)"
0002868960-0001-3,ALL GONE INC,,10877 WILSHIRE BLVD SUITE #1550,LOS ANGELES,90024-4351,10877 WILSHIRE 90024-4351,10877   WILSHIRE BLVD   SUITE #1550,LOS ANGELES,90024-4351,711510,"Independent artists, writers, & performers",5,11/17/2014,,"(34.0597, -118.4425)"
0003207366-0001-8,"ARARAT BOARD AND CARE, INC","ARARAT BOARD AND CARE, INC",6614   TEESDALE AVENUE,NORTH HOLLYWOOD,91606-1210,6614 TEESDALE 91606,6614   TEESDALE AVENUE,NORTH HOLLYWOOD,91606-1210,623000,Nursing & residential care facilities,2,02/13/2019,,"(34.1908, -118.4079)"
0002869698-0001-3,SARAH KAY MCBREAIRTY,MCBREAIRTY -  REACHING YOUR POTENTIAL / RYP,14315 MOORPARK STREET UNIT #310,SHERMAN OAKS,91423-2647,14315 MOORPARK 91423-2647,POST OFFICE BOX #56506,SHERMAN OAKS,91413-1506,711410,"Agents & managers for artists, athletes, entertainers, & other public figures",4,01/01/2014,,"(34.1513, -118.4451)"
0002604762-0001-8,MEDIA RESEARCH AND CLEARANCES INC,,6520 PLATT AVENUE #279,WEST HILLS,91307-3218,6520 PLATT 91307-3218,,,,512100,Motion picture & video industries (except video rental),12,06/01/2008,,"(34.1885, -118.6426)"
0003201273-0001-6,5900 WILSHIRE OWNER LLC,,3953 MAPLE AVENUE SUITE #300,DALLAS,75219-3228,3953 MAPLE 75219-3228,5900 WILSHIRE BLVD SUITE #120,LOS ANGELES,90036-5008,541600,"Management, scientific, & technical consulting services",0,02/06/2020,,"(32.8053, -96.8155)"
0002816833-0001-1,VANTAGE DESIGN GROUP,,2634 S LA CIENEGA BLVD,LOS ANGELES,90034-2604,2634 LA CIENEGA 90034-2604,,,,541340,Drafting services,10,04/02/2014,,"(34.0341, -118.377)"
0003310912-0001-1,JAIME GARCIA MALDONADO,CLEAN WORKS,3945 PERCY STREET,LOS ANGELES,90023-1803,3945 PERCY 90023-1803,3945 Percy,Los Angeles,90023-1803,424100,Paper & paper products,0,04/16/2022,,"(34.0255, -118.1879)"
0000306053-0001-1,SOUTHERN CALIFORNIA ORTHOPEDIC INSTITUTE LP,SOUTHERN CALIFORNIA ORTHOPEDIC INSTITUTE,6815   NOBLE AVENUE   FLOOR #3RD,VAN NUYS,91405-3796,6815 NOBLE 91405-3796,,,,621111,Offices of physicians (except mental health specialists),6,07/01/1976,,"(34.1944, -118.4622)"
0003207583-0001-8,THE BRAND ARCHITECT GROUP,,8834 LOOKOUT MOUNTAIN AVENUE,LOS ANGELES,90046-1820,8834 LOOKOUT MOUNTAIN 90046-1820,,,,999999,Unclassified establishments (unable to classify),4,06/16/2020,,"(34.1081, -118.3848)"
0003191619-0001-6,UNTITLED.,,10770   LAWLER STREET   APT #209,LOS ANGELES,90034-5453,10770 LAWLER 90034-5453,10770   LAWLER STREET   APT #209,LOS ANGELES,90034-5453,,,5,04/10/2020,,"(34.024, -118.4139)"
0002870665-0001-0,ULYSSES L PENAFLOR,,7341 SHIRLEY AVENUE,RESEDA,91335-2472,7341 SHIRLEY 91335-2472,,,,621610,Home health care services,3,08/01/2014,,"(34.2037, -118.5578)"
0002869677-0001-1,ELYSIAN PARK PROERTIES LLC,,215 W ANN STREET,LOS ANGELES,90012-1812,215 ANN 90012-1812,,,,531390,Other activities related to real estate,1,04/22/2015,,"(34.0658, -118.2321)"
0003207248-0001-1,BOBA CULT,,9141 S HALLDALE AVENUE,LOS ANGELES,90047-3641,9141 HALLDALE 90047,9141 S HALLDALE AVENUE,LOS ANGELES,90047-3641,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",8,09/01/2020,,"(33.9534, -118.3028)"
0002872273-0001-6,DAVID SMITH,,805 S SIERRA VISTA AVENUE,ALHAMBRA,91801-4559,805 SIERRA VISTA 91801-4559,,,,233210,Single Family Housing Construction (1997 NAICS),0,12/09/2015,,"(34.0873, -118.1182)"
0002870230-0001-3,7043 ALABAMA LLC,,7043 ALABAMA AVENUE,CANOGA PARK,91303-2058,7043 ALABAMA 91303-2058,23486 PARK COLOMBO,CALABASAS,91302-2813,531100,Lessors of real estate (including mini warehouses & self-storage units),3,01/01/2013,,"(34.1981, -118.599)"
0002754680-0001-5,NIRVANA HOLLYWOOD SKYLINE LLC,,1775 N ORANGE DRIVE   #100,LOS ANGELES,90028-4371,1775 ORANGE 90028-4371,8605 SANTA MONICA BLVD,WEST HOLLYWOOD,90069-4109,531310,Real estate property managers,13,01/02/2014,,"(34.1037, -118.3422)"
0003207269-0001-3,"U.S. BUILDING MATERIALS, CORP.",,8815   SOMERSET BLVD,PARAMOUNT,90723-4658,8815 SOMERSET 90723,8815   SOMERSET BLVD,PARAMOUNT,90723-4658,423400,Professional & commercial equipment & supplies,0,01/04/2020,,"(33.8969, -118.1444)"
0003207302-0001-8,ART OF DESIGN INC.,,21781   VENTURA BLVD   SUITE #138,WOODLAND HILLS,91364-1835,21781 VENTURA 91364,21781   VENTURA BLVD   SUITE #138,WOODLAND HILLS,91364-1835,541330,Engineering services,3,08/13/2020,,"(34.1685, -118.602)"
0002673147-0001-1,OLIVIA NELSON LLC,,3596 S CENTINELA AVENUE APT #102,LOS ANGELES,90066-2743,3596 CENTINELA 90066-2743,,,,812990,All other personal services,11,07/26/2011,,"(34.0082, -118.4365)"
0003193175-0001-3,LULUS DREAMY,LULUS DREAMY DESIGNS,13212   REEDLEY STREET,ARLETA,91331-4938,13212 REEDLEY 91331,13212   REEDLEY STREET,ARLETA,91331-4938,,,6,03/15/2020,,"(34.2274, -118.42)"
0003257136-0001-2,"YOU KNOW, THAT GUY PRODUCTIONS",,7617   DE LONGPRE AVENUE   APT #7,LOS ANGELES,90046-4021,7617 DE LONGPRE 90046,553 MANHATTAN AVENUE APT #3,NEW YORK,10027-5285,,,13,01/06/2021,,"(34.0964, -118.3558)"
0002797193-0001-9,3 ANA'S APPAREL INC,,1310 E 21ST STREET,LOS ANGELES,90011-1229,1310 21ST 90011,1310 E 21ST STREET,LOS ANGELES,90011-1229,,,9,01/09/2015,,"(34.0222, -118.2521)"
0002870637-0001-8,SEA RESTORATION INC,,21206 COMMUNITY STREET,CANOGA PARK,91304-2726,21206 COMMUNITY 91304-2726,21206 COMMUNITY STREET,CANOGA PARK,91304-2726,233210,Single Family Housing Construction (1997 NAICS),3,01/01/2016,,"(34.2221, -118.5938)"
0002870616-0001-6,SINO DRAGON INVESTMENT LLC,,865 S FIGUEROA STREET SUITE #2760,LOS ANGELES,90017-2543,865 FIGUEROA 90017-2543,,,,999999,Unclassified establishments (unable to classify),14,05/19/2015,,"(34.0466, -118.2623)"
0002372003-0001-7,SIXTH FLOOR LITERARY PROPERTIES LLC,,10850 WILSHIRE BLVD FLOOR #6TH,LOS ANGELES,90024-4305,10850 WILSHIRE 90024-4305,10850   WILSHIRE BLVD   SUITE #1250,LOS ANGELES,90024-4337,812990,All other personal services,5,12/03/2002,,"(34.0593, -118.4415)"
0003005674-0001-1,GOLD ADVISORS GROUP LLC,GOLD FINANCIAL GROUP,15545 DEVONSHIRE STREET SUITE #201,MISSION HILLS,91345-2689,15545 DEVONSHIRE 91345-2689,305   FLITTNER CIRCLE,THOUSAND OAKS,91360-5905,423940,"Jewelry, watch, precious stone, & precious metals",7,08/01/2017,,"(34.2579, -118.4711)"
0002869066-0001-4,BIJOYA DAS,,14139 COHASSET STREET,VAN NUYS,91405-1425,14139 COHASSET 91405-1425,,,,711510,"Independent artists, writers, & performers",2,01/01/2014,,"(34.2066, -118.4416)"
0002925596-0001-7,JS PARALEGAL SERVICES CORP,,7905 BECKETT STREET,SUNLAND,91040-3303,7905 BECKETT 91040-3303,,,,812990,All other personal services,7,04/01/2013,,"(34.2541, -118.3051)"
0002367895-0001-4,ADJ FINISHING INC,,7845 GLORIA AVENUE,VAN NUYS,91406-1822,7845 GLORIA 91406-1822,7845 GLORIA AVENUE,VAN NUYS,91406-1822,332000,Fabricated metal product mfg.,6,09/13/2005,,"(34.2128, -118.4792)"
0002870270-0001-8,GUSTAVO ZAVALA,PETE'S CUSTOM HARDWOOD FLOORS,1330 W 84TH STREET,LOS ANGELES,90044-2212,1330 84TH 90044-2212,,,,235520,Floor Laying and Other Floor Contractors (1997 NAICS),8,07/29/2011,,"(33.9624, -118.2991)"
0003255387-0001-7,SALINA COBBIN,BLENDED COLORS THERAPY,12725 VENTURA BLVD SUITE #G,STUDIO CITY,91604-2437,12725 Ventura 91604-2437,POST OFFICE BOX #573201,TARZANA,91357-3201,621330,Offices of mental health practitioners (except physicians),4,07/06/2020,,"(34.1448, -118.4097)"
0002873427-0001-0,ELHAM FAKHRE,MY AESTHETIC DOCTOR,300 W HUNTINGTON DRIVE   ROOM #258,ARCADIA,91007-3402,300 HUNTINGTON 91007-3402,,,,621111,Offices of physicians (except mental health specialists),0,09/06/2013,,"(34.134, -118.042)"
0002872272-0001-1,IXL AUTO GROUP INC,,7501 S WESTERN AVENUE,LOS ANGELES,90047-2430,7501 WESTERN 90047-2430,,,,441120,Used car dealers,8,12/09/2015,,"(33.9718, -118.3089)"
0002929986-0001-5,MOISES CASTANEDA GARIBAY,MEMO AUTO REPAIR,20952   SHERMAN WAY   UNIT #E,CANOGA PARK,91303-1742,20952 SHERMAN 91303-1742,,,,811110,Automotive mechanical & electrical repair & maintenance,3,11/15/2015,,"(34.2005, -118.5904)"
0002972514-0001-9,PLAYBOOK FIVE INC,,5438   MARBURN AVENUE,LOS ANGELES,90043-2133,5438 MARBURN 90043-2133,,,,812190,Other personal care services (including diet & weight reducing centers),0,05/01/2016,,"(33.9923, -118.349)"
0002873454-0001-7,MECHAL SAMAAN,NOGOOM HOOKAH,916 S LOS ANGELES STREET,LOS ANGELES,90015-1717,916 LOS ANGELES 90015-1717,4127 W 130TH STREET,HAWTHORNE,90250-5214,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",14,01/01/2016,,"(34.0405, -118.2543)"
0002770075-0001-9,"HERRICK PROPERTIES, INC.",,11846 KLING STREET,VALLEY VILLAGE,91607-4010,11846 KLING 91607-4010,,,,531310,Real estate property managers,2,03/25/2014,,"(34.1554, -118.3915)"
0002859334-0001-2,CALI DIAMOND WHOLESALE LLC,,1607 N EL CENTRO AVENUE SUITE #19,LOS ANGELES,90028-6430,1607 EL CENTRO 90028-6430,2629 FOOTHILL BLVD POST OFFICE BOX #232,LA CRESCENTA,91214-3511,444190,Other building materials dealers,13,07/06/2015,,"(34.0999, -118.3237)"
0003207249-0001-6,WHITNEY CRONIN EDUCATIONAL CONSULTING LLC,,2812 S BRONSON AVENUE   APT #4,LOS ANGELES,90018-2829,2812 BRONSON 90018,2812 S BRONSON AVENUE   APT #4,LOS ANGELES,90018-2829,611000,"Educational services (including schools, colleges, & universities)",10,07/01/2020,,"(34.0307, -118.3335)"
0003207346-0001-1,"EXPEDITE DUCT TESTING, LLC.",,9227   RESEDA BLVD   #123,NORTHRIDGE,91324-3137,9227 RESEDA 91324,9227   RESEDA BLVD   #123,NORTHRIDGE,91324-3137,,,12,02/22/2016,,"(34.2381, -118.5362)"
0000698316-0001-2,MARIA V DIAZ,LAS AMERICAS TRAVEL AGENCY,2465 WHITTIER BLVD,LOS ANGELES,90023-1301,2465 WHITTIER 90023-1301,2630 ILLINOIS AVENUE,SOUTH GATE,90280-4002,561500,Travel arrangement & reservation services,14,02/13/1989,,"(34.0338, -118.2145)"
0002870488-0001-4,BAKERY N 1 INC,N.1 BAKERY,5117 SANTA MONICA BLVD,LOS ANGELES,90029-2413,5117 SANTA MONICA 90029-2413,,,,311900,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,12/02/2015,,"(34.0908, -118.3013)"
0002530474-0001-1,CALIBER INTERIORS INC,,25108 MARGUERITE PARKWAYS  SUITE #A,MISSION VIEJO,92692-2400,25108 MARGUERITE 92692-2400,,,,,,0,12/01/2015,,"(33.5976, -117.6576)"
0002871165-0001-6,ELITE STONE WORKS INC,,11840 VOSE STREET,NORTH HOLLYWOOD,91605-5747,11840 VOSE 91605-5747,,,,233210,Single Family Housing Construction (1997 NAICS),2,12/03/2015,,"(34.1984, -118.3912)"
0002847632-0001-7,PARUYR MKRTCHYAN,PAUL'S HEALTHY VENDING,8523 TERHUNE AVENUE,SUN VALLEY,91352-3456,8523 TERHUNE 91352-3456,,,,454210,Vending machine operators,6,08/01/2015,,"(34.2251, -118.3644)"
0000004276-0001-7,HIGHWAY TO SUCCESS FOUNDATION INC,HIP HOP THRIFT SHOP,520 S BURNSIDE AVENUE #9K,LOS ANGELES,90036-3997,520 BURNSIDE 90036-3997,,,,453310,Used merchandise stores,4,08/15/2003,,
0003320404-0001-2,JULIO / MARIA C  RIVERA,,1554 W GAGE AVENUE,LOS ANGELES,90047-1521,1554 Gage 90047-1521,,,,812112,Beauty salons,8,01/01/2018,,"(33.9822, -118.3043)"
